userID	friendID
18	1183
18	1302
18	1424
18	1458
18	1465
20	1281
20	1891
21	207
21	1023
21	1233
21	1305
21	1515
21	1568
21	1646
21	1811
21	1993
22	59
22	80
22	170
22	198
22	349
22	395
22	655
22	831
22	903
22	1249
22	1362
22	1543
22	1589
22	1865
22	2000
23	107
23	1258
24	136
24	150
24	231
24	329
24	361
24	390
24	417
24	419
24	435
24	502
24	675
24	732
24	804
24	831
24	898
24	1017
24	1027
24	1033
24	1102
24	1184
24	1233
24	1308
24	1590
24	1722
24	1869
24	1973
25	11
25	236
25	310
25	390
25	463
25	636
25	726
25	852
25	1027
25	1113
25	1222
25	1308
25	1466
25	1552
25	1647
25	1662
25	2020
25	2056
26	212
26	1094
26	1642
26	1986
26	2041
27	758
27	831
27	1956
27	2036
28	2025
29	946
30	133
30	136
30	229
30	390
30	487
30	501
30	638
30	751
30	1130
30	1132
30	1263
30	1283
30	1455
30	1503
30	1590
30	1614
30	2020
31	62
31	99
31	210
31	211
31	218
31	306
31	371
31	396
31	474
31	499
31	520
31	534
31	575
31	658
31	762
31	859
31	954
31	1081
31	1163
31	1164
31	1173
31	1213
31	1255
31	1343
31	1514
31	1653
31	1835
31	2097
32	889
32	1258
32	1474
32	1486
32	1905
33	282
33	457
33	496
33	750
33	845
33	1231
33	1779
34	1498
35	972
36	525
36	747
36	949
37	59
37	122
37	142
37	1249
37	1660
37	1662
37	1879
38	383
39	78
39	1125
39	1543
39	2003
40	78
40	135
40	142
40	161
40	325
40	1089
40	1393
40	1543
40	1841
40	2003
40	2055
41	84
41	107
42	545
42	1778
43	143
43	172
43	179
43	193
43	260
43	310
43	419
43	463
43	481
43	615
43	637
43	658
43	691
43	743
43	757
43	859
43	1013
43	1076
43	1084
43	1167
43	1410
43	1469
43	1491
43	1503
43	1785
43	2006
44	319
44	485
44	972
44	1138
44	1152
44	1240
44	1381
45	46
45	49
45	240
45	271
45	400
45	413
45	514
45	518
45	537
45	542
45	589
45	1056
45	1080
45	1253
46	7
46	12
46	45
46	47
46	121
46	132
46	146
46	158
46	214
46	226
46	227
46	231
46	232
46	236
46	248
46	253
46	271
46	280
46	302
46	318
46	322
46	335
46	355
46	362
46	400
46	413
46	415
46	419
46	497
46	527
46	531
46	536
46	537
46	561
46	569
46	593
46	609
46	684
46	690
46	702
46	717
46	732
46	757
46	814
46	815
46	830
46	862
46	864
46	875
46	882
46	911
46	930
46	1023
46	1053
46	1080
46	1135
46	1145
46	1253
46	1278
46	1304
46	1356
46	1365
46	1369
46	1413
46	1447
46	1453
46	1478
46	1568
46	1600
46	1628
46	1636
46	1674
46	1687
46	1742
46	1810
46	1821
46	1880
46	1895
46	1954
46	1973
46	2004
46	2018
46	2037
46	2054
47	46
47	58
47	132
47	248
47	298
47	390
47	400
47	437
47	470
47	758
47	831
47	984
47	1102
47	1145
47	1445
47	1453
47	1469
47	1471
47	1568
47	1603
47	1636
47	1687
47	2018
48	58
48	214
48	271
48	413
48	499
48	518
48	558
48	730
48	732
48	963
48	1014
48	1023
48	1033
48	1247
48	1343
48	1478
48	1560
48	1568
48	1616
48	1648
48	1856
48	1859
48	1979
49	45
49	87
49	133
49	179
49	190
49	253
49	311
49	329
49	413
49	538
49	561
49	569
49	572
49	691
49	723
49	847
49	884
49	1002
49	1007
49	1071
49	1102
49	1113
49	1249
49	1253
49	1332
49	1337
49	1356
49	1433
49	1434
49	1466
49	1509
49	1543
49	1563
49	1600
49	1632
49	1753
49	1803
49	1880
49	1961
49	1983
49	2071
50	125
50	195
50	298
50	712
50	794
50	831
50	1258
50	1503
51	59
51	107
51	127
51	157
51	202
51	208
51	340
51	395
51	491
51	499
51	534
51	548
51	677
51	709
51	731
51	752
51	859
51	864
51	971
51	1020
51	1214
51	1258
51	1281
51	1287
51	1380
51	1527
51	1530
51	1553
51	1586
51	1671
51	1818
51	1964
51	1968
51	1978
51	2008
52	153
52	1741
53	120
53	231
53	310
53	390
53	405
53	704
53	859
53	1356
53	1476
53	1503
53	1917
54	333
54	545
54	873
54	1308
54	1666
54	2031
55	1382
56	254
56	478
56	668
56	1067
56	1138
56	1488
56	1530
56	1597
57	101
57	129
57	132
57	146
57	198
57	202
57	226
57	233
57	247
57	351
57	385
57	532
57	797
57	844
57	941
57	946
57	952
57	986
57	1054
57	1346
57	1351
57	1521
57	1528
57	1730
57	1780
57	2020
57	2054
58	47
58	48
58	59
58	120
58	133
58	179
58	203
58	231
58	258
58	310
58	338
58	385
58	399
58	400
58	415
58	425
58	437
58	514
58	527
58	534
58	536
58	538
58	571
58	593
58	620
58	634
58	636
58	646
58	680
58	703
58	730
58	795
58	816
58	878
58	884
58	911
58	941
58	963
58	1017
58	1023
58	1053
58	1056
58	1080
58	1113
58	1128
58	1145
58	1150
58	1189
58	1247
58	1294
58	1300
58	1343
58	1348
58	1356
58	1365
58	1385
58	1447
58	1453
58	1457
58	1525
58	1560
58	1616
58	1628
58	1648
58	1666
58	1813
58	1851
58	1869
58	1954
58	1965
58	1979
58	2000
58	2004
58	2018
58	2037
58	2059
58	2072
59	22
59	37
59	51
59	58
59	193
59	265
59	371
59	388
59	424
59	433
59	439
59	454
59	455
59	481
59	499
59	520
59	621
59	655
59	691
59	759
59	831
59	899
59	969
59	979
59	999
59	1062
59	1125
59	1164
59	1213
59	1236
59	1281
59	1310
59	1343
59	1358
59	1362
59	1503
59	1543
59	1603
59	1625
59	1635
59	1737
59	1956
59	2000
59	2006
59	2016
59	2025
59	2036
60	78
60	1087
60	2051
61	1006
61	1533
62	31
62	210
62	266
62	442
62	575
62	665
62	831
62	1062
62	1164
62	1165
62	1213
62	1230
62	1514
62	1662
62	1728
62	1835
62	2036
62	2080
63	85
63	114
63	676
63	738
63	753
63	865
63	890
63	950
63	986
63	1174
63	1206
63	1258
63	1275
63	1396
63	1978
63	2077
64	405
64	407
64	636
64	1210
64	1625
64	1641
64	1761
64	1907
65	118
65	1107
65	1312
65	1613
65	1734
66	359
66	430
66	452
66	683
66	699
66	1029
66	1210
66	1258
66	1454
68	136
68	242
68	339
68	361
68	1132
68	1179
69	168
69	619
69	1194
69	1404
70	670
70	789
70	895
70	1005
70	1025
70	1574
71	212
71	891
71	1324
71	1543
72	1017
72	1247
72	1278
72	1869
73	761
73	850
73	1010
73	1038
73	1209
73	1210
73	1883
73	2061
74	533
74	1299
74	1852
74	2085
75	302
75	315
75	383
75	470
75	674
75	1304
75	1603
75	1646
75	1664
75	1742
75	1856
76	527
76	726
76	1706
76	1956
77	594
77	655
77	986
77	1724
78	3
78	39
78	40
78	60
78	91
78	105
78	106
78	112
78	135
78	153
78	155
78	190
78	255
78	257
78	262
78	360
78	438
78	444
78	447
78	454
78	468
78	506
78	512
78	519
78	548
78	550
78	552
78	657
78	666
78	695
78	718
78	729
78	802
78	805
78	823
78	837
78	874
78	908
78	909
78	914
78	926
78	928
78	935
78	936
78	951
78	1024
78	1026
78	1098
78	1101
78	1149
78	1181
78	1211
78	1273
78	1284
78	1315
78	1357
78	1393
78	1403
78	1557
78	1575
78	1601
78	1604
78	1619
78	1621
78	1719
78	1722
78	1732
78	1740
78	1774
78	1801
78	1827
78	1841
78	1883
78	1890
78	1892
78	1995
78	2003
78	2006
78	2028
78	2046
78	2066
79	120
79	133
79	144
79	214
79	232
79	258
79	260
79	302
79	310
79	339
79	390
79	400
79	414
79	421
79	437
79	479
79	481
79	486
79	499
79	514
79	534
79	536
79	593
79	723
79	730
79	749
79	759
79	847
79	858
79	941
79	1001
79	1022
79	1113
79	1248
79	1294
79	1343
79	1346
79	1503
79	1515
79	1741
79	1769
79	1856
79	1954
79	2018
79	2059
79	2087
80	22
80	170
80	192
80	225
80	261
80	349
80	582
80	931
80	1296
80	1479
80	1501
80	1599
80	1877
81	921
81	1507
82	1527
83	1342
83	1386
83	1459
84	41
84	202
84	890
84	1064
85	63
85	157
85	225
85	433
85	696
85	828
85	912
85	1258
85	1281
85	1380
85	1488
85	1627
85	1935
86	1418
86	1679
87	49
87	315
87	621
87	691
87	770
87	1007
87	1057
87	1632
87	2071
88	1938
89	152
89	723
90	595
90	753
90	1106
90	1310
90	1588
90	2016
90	2036
91	78
91	708
91	802
91	1258
92	639
94	1258
94	1656
94	1708
94	1905
95	527
95	671
95	701
95	966
95	1104
95	1369
96	128
96	428
96	761
96	1210
96	1670
97	1741
98	120
98	198
98	400
98	413
98	514
98	593
98	691
98	701
98	778
98	781
98	1253
98	1649
99	4
99	31
99	124
99	191
99	210
99	211
99	298
99	304
99	306
99	371
99	396
99	446
99	460
99	499
99	520
99	566
99	575
99	577
99	650
99	665
99	686
99	762
99	767
99	859
99	954
99	1163
99	1164
99	1165
99	1173
99	1213
99	1255
99	1319
99	1343
99	1514
99	1595
99	1642
99	1653
99	1835
99	2080
100	1258
101	57
101	198
101	202
101	247
101	532
101	964
101	986
101	1088
101	1161
101	1267
101	1388
101	1519
101	1743
101	2027
101	2070
102	1199
102	1939
103	1163
103	1496
104	558
104	667
104	1281
104	1568
104	1632
104	2042
105	78
105	128
105	366
105	1801
106	78
107	23
107	41
107	51
107	108
107	113
107	235
107	376
107	396
107	489
107	516
107	592
107	616
107	637
107	685
107	711
107	828
107	859
107	1364
107	1490
107	1530
107	1536
107	1556
107	1671
107	1769
108	107
108	546
108	580
108	871
108	925
108	1249
108	1543
109	317
109	402
109	459
109	696
109	709
109	912
109	1174
109	1258
109	1310
109	1488
109	1702
110	136
110	229
110	232
110	271
110	333
110	380
110	390
110	571
110	621
110	638
110	690
110	713
110	717
110	778
110	819
110	831
110	852
110	873
110	911
110	1069
110	1092
110	1113
110	1300
110	1445
110	1572
110	1606
110	1993
110	2037
110	2061
111	206
111	270
111	345
111	435
111	603
111	776
111	855
111	1503
111	1677
111	1759
111	1862
112	78
112	611
112	1089
112	1827
112	1841
113	107
113	212
113	1130
113	1397
113	1401
114	63
114	157
114	317
114	696
114	835
114	877
114	890
114	1258
114	1488
114	1702
114	1889
115	642
115	1032
115	1144
115	1274
115	2048
116	229
116	411
116	439
116	924
117	187
117	452
117	568
117	596
117	699
117	761
117	788
117	1210
117	1213
117	1514
117	2014
118	65
118	1293
118	1935
119	551
119	903
119	1397
119	1488
119	1543
120	53
120	58
120	79
120	98
120	236
120	327
120	399
120	514
120	538
120	553
120	593
120	634
120	636
120	646
120	684
120	690
120	730
120	749
120	753
120	778
120	795
120	797
120	836
120	852
120	911
120	1001
120	1023
120	1113
120	1145
120	1150
120	1298
120	1300
120	1356
120	1365
120	1369
120	1410
120	1447
120	1457
120	1525
120	1766
120	1820
120	1851
120	1880
120	1898
120	2054
121	46
121	143
121	233
121	305
121	362
121	415
121	646
121	753
121	814
121	1023
121	1055
121	1058
121	1145
121	1248
121	1277
121	1380
121	1559
121	1562
121	1568
121	1706
121	2018
121	2038
122	15
122	37
122	296
122	454
122	492
122	508
122	692
122	876
122	1116
122	1167
122	1221
122	1249
122	1275
122	1281
122	1660
122	1723
122	1789
122	1824
122	2048
123	655
124	4
124	99
124	210
124	211
124	216
124	264
124	274
124	275
124	396
124	397
124	499
124	520
124	665
124	831
124	859
124	1225
124	1230
124	1282
124	1343
124	1626
124	1642
124	1835
125	50
125	298
125	393
125	471
125	696
125	730
125	754
125	794
125	889
125	1503
125	1522
125	1554
125	1656
125	1702
125	1709
125	1832
125	1889
126	851
126	1102
126	1132
126	1590
126	1804
127	12
127	51
127	308
127	317
127	363
127	432
127	731
127	999
127	1107
127	1126
127	1196
127	1258
127	1281
127	1339
127	1368
127	1488
127	1543
127	1664
127	1670
127	1887
127	1906
127	1986
127	2000
127	2042
127	2088
128	96
128	105
128	141
128	217
128	275
128	430
128	436
128	487
128	515
128	567
128	655
128	683
128	714
128	761
128	788
128	874
128	961
128	1115
128	1202
128	1210
128	1213
128	1585
128	1615
128	1618
128	1744
128	1866
128	1893
128	1905
128	1929
128	1957
128	1981
129	11
129	57
129	130
129	144
129	162
129	179
129	232
129	236
129	248
129	256
129	271
129	278
129	310
129	340
129	385
129	390
129	421
129	437
129	451
129	481
129	498
129	503
129	527
129	609
129	612
129	621
129	636
129	717
129	730
129	732
129	779
129	815
129	816
129	831
129	911
129	1017
129	1027
129	1046
129	1065
129	1069
129	1092
129	1102
129	1132
129	1145
129	1146
129	1150
129	1184
129	1300
129	1301
129	1310
129	1334
129	1356
129	1419
129	1445
129	1453
129	1478
129	1491
129	1503
129	1555
129	1600
129	1646
129	1653
129	1659
129	1762
129	1766
129	1771
129	1773
129	1782
129	1820
129	1821
129	1895
129	1963
129	1993
129	2037
129	2061
130	129
130	146
130	236
130	242
130	256
130	271
130	340
130	385
130	405
130	498
130	620
130	675
130	790
130	830
130	1069
130	1072
130	1132
130	1300
130	1301
130	1555
130	1766
130	1895
130	2061
131	1204
131	1697
132	46
132	47
132	57
132	146
132	226
132	302
132	419
132	569
132	690
132	770
132	815
132	816
132	830
132	1056
132	1102
132	1145
132	1189
132	1253
132	1294
132	1356
132	1437
132	1521
132	1560
132	1633
132	1649
132	1742
132	1773
132	1821
132	1856
132	2018
132	2020
132	2054
133	12
133	30
133	49
133	58
133	79
133	136
133	146
133	158
133	162
133	214
133	227
133	253
133	311
133	332
133	335
133	370
133	399
133	414
133	425
133	497
133	514
133	569
133	572
133	830
133	884
133	930
133	941
133	966
133	1054
133	1072
133	1080
133	1124
133	1132
133	1263
133	1277
133	1332
133	1423
133	1559
133	1560
133	1568
133	1593
133	1636
133	1687
133	1730
133	1768
133	1788
133	1804
133	1813
133	1880
133	2027
133	2068
134	146
134	226
134	271
134	332
134	390
134	527
134	531
134	534
134	882
134	884
134	1056
134	1198
134	1253
134	1305
134	1413
134	1478
134	1503
134	1528
134	2018
135	40
135	78
135	325
135	506
135	1332
135	1597
135	1988
135	2003
136	11
136	24
136	30
136	68
136	110
136	133
136	145
136	229
136	253
136	256
136	271
136	286
136	311
136	329
136	361
136	370
136	390
136	421
136	490
136	498
136	545
136	717
136	723
136	761
136	808
136	884
136	905
136	942
136	1001
136	1058
136	1069
136	1071
136	1226
136	1253
136	1263
136	1308
136	1311
136	1337
136	1379
136	1437
136	1445
136	1465
136	1478
136	1515
136	1517
136	1560
136	1568
136	1572
136	1591
136	1690
136	2018
136	2087
137	1832
137	1910
137	2068
139	161
139	388
139	930
139	986
139	1895
139	1898
139	1999
140	605
140	1210
140	1480
141	128
141	714
141	1210
142	37
142	40
142	183
142	264
142	269
142	275
142	407
142	428
142	430
142	453
142	454
142	480
142	515
142	540
142	572
142	596
142	666
142	683
142	718
142	799
142	831
142	1021
142	1038
142	1125
142	1148
142	1156
142	1184
142	1210
142	1232
142	1244
142	1249
142	1258
142	1367
142	1380
142	1393
142	1405
142	1463
142	1514
142	1541
142	1542
142	1601
142	1641
142	1777
142	1883
142	1900
142	1924
142	1991
142	2025
142	2055
143	15
143	16
143	43
143	121
143	144
143	157
143	201
143	260
143	283
143	310
143	317
143	355
143	363
143	387
143	390
143	433
143	442
143	454
143	457
143	621
143	636
143	683
143	692
143	743
143	753
143	754
143	816
143	817
143	847
143	850
143	859
143	911
143	925
143	938
143	943
143	955
143	1001
143	1086
143	1088
143	1094
143	1114
143	1144
143	1154
143	1167
143	1213
143	1246
143	1249
143	1253
143	1255
143	1258
143	1281
143	1283
143	1440
143	1503
143	1589
143	1625
143	1771
143	1866
143	1869
143	1907
143	1924
143	1981
143	2006
143	2009
143	2048
143	2077
144	79
144	129
144	143
144	146
144	214
144	231
144	236
144	260
144	310
144	322
144	354
144	378
144	405
144	486
144	499
144	553
144	684
144	690
144	723
144	730
144	757
144	911
144	1113
144	1247
144	1278
144	1300
144	1356
144	1503
144	1771
144	1979
145	11
145	136
145	150
145	162
145	223
145	232
145	242
145	286
145	311
145	361
145	415
145	419
145	503
145	545
145	593
145	609
145	621
145	682
145	726
145	759
145	847
145	1001
145	1102
145	1106
145	1143
145	1419
145	1423
145	1445
145	1515
145	1540
145	1567
145	1628
145	1666
145	1762
145	1773
145	1832
145	1895
145	1917
145	1961
145	2020
145	2061
146	12
146	46
146	57
146	130
146	132
146	133
146	134
146	144
146	158
146	179
146	226
146	227
146	236
146	310
146	390
146	413
146	421
146	481
146	514
146	537
146	674
146	726
146	749
146	815
146	816
146	882
146	998
146	1034
146	1046
146	1135
146	1278
146	1356
146	1419
146	1445
146	1453
146	1462
146	1471
146	1478
146	1564
146	1687
146	1690
146	1725
146	1742
146	1773
146	1880
146	1898
146	1917
146	2037
146	2038
146	2061
147	232
147	380
147	545
147	571
147	632
147	667
147	713
147	819
147	1137
147	1263
147	1683
147	2068
148	843
149	6
149	362
149	363
149	370
149	508
149	870
149	899
149	1013
149	1380
149	1543
149	1664
149	1832
149	1865
149	2042
150	24
150	145
150	232
150	236
150	286
150	339
150	370
150	415
150	417
150	419
150	421
150	508
150	514
150	521
150	545
150	581
150	584
150	690
150	702
150	717
150	730
150	732
150	851
150	884
150	939
150	966
150	985
150	1145
150	1153
150	1186
150	1197
150	1198
150	1277
150	1369
150	1423
150	1445
150	1457
150	1476
150	1567
150	1646
150	1658
150	1811
150	1869
150	1895
150	1983
150	2042
150	2061
150	2071
151	385
152	89
152	330
152	451
152	941
152	1087
152	1196
152	1198
152	1300
152	1462
152	1539
152	1607
152	1616
152	1757
152	1785
153	52
153	78
153	1296
154	451
154	1040
154	2029
155	78
155	1258
156	1383
157	51
157	85
157	114
157	143
157	317
157	338
157	449
157	489
157	547
157	696
157	711
157	738
157	753
157	827
157	828
157	877
157	912
157	950
157	1174
157	1274
157	1281
157	1396
157	1543
157	1627
157	1671
157	1702
157	1879
157	1889
157	2093
158	46
158	133
158	146
158	256
158	271
158	312
158	335
158	425
158	473
158	503
158	530
158	571
158	632
158	671
158	691
158	701
158	862
158	966
158	1104
158	1179
158	1332
158	1337
158	1423
158	1457
158	1465
158	1471
158	1528
158	1605
158	1607
158	1690
158	1803
158	1821
158	1880
158	1973
158	1974
159	327
159	437
159	581
159	636
159	795
159	847
159	859
159	1102
159	1248
161	40
161	139
161	516
161	730
161	1081
161	1281
161	1865
161	2003
161	2055
161	2061
162	129
162	133
162	145
162	307
162	311
162	314
162	315
162	326
162	387
162	390
162	412
162	413
162	419
162	490
162	569
162	571
162	598
162	659
162	660
162	691
162	749
162	761
162	806
162	830
162	851
162	862
162	884
162	1001
162	1007
162	1054
162	1086
162	1132
162	1143
162	1146
162	1178
162	1188
162	1189
162	1198
162	1247
162	1263
162	1363
162	1381
162	1445
162	1467
162	1478
162	1515
162	1552
162	1560
162	1567
162	1597
162	1600
162	1605
162	1632
162	1659
162	1678
162	1704
162	1803
162	1805
162	1808
162	1873
162	1895
162	1965
162	2068
163	175
163	1007
163	1150
164	1115
164	1918
164	1966
166	1987
168	69
168	1155
168	1801
170	22
170	80
170	225
170	349
170	512
170	854
170	1112
170	1408
170	1501
170	1589
170	1924
171	754
172	43
172	198
172	238
172	268
172	303
172	780
172	847
172	1204
172	1503
172	1549
172	1706
172	2077
172	2097
173	298
173	1120
173	1138
173	1277
173	1420
174	320
174	1692
175	163
175	584
175	753
175	1001
175	1150
175	1310
175	1588
176	1210
177	212
177	343
177	376
177	377
177	595
177	622
177	730
177	731
177	817
177	890
177	1281
177	1671
177	1709
177	1879
178	1249
179	43
179	49
179	58
179	129
179	146
179	214
179	227
179	231
179	240
179	258
179	260
179	302
179	310
179	399
179	400
179	405
179	417
179	419
179	437
179	470
179	479
179	486
179	494
179	503
179	514
179	518
179	527
179	531
179	534
179	538
179	542
179	553
179	571
179	592
179	609
179	646
179	674
179	680
179	684
179	685
179	703
179	732
179	742
179	749
179	757
179	778
179	795
179	816
179	851
179	852
179	859
179	911
179	930
179	941
179	1001
179	1023
179	1113
179	1135
179	1150
179	1198
179	1300
179	1307
179	1308
179	1319
179	1346
179	1356
179	1367
179	1434
179	1447
179	1452
179	1453
179	1469
179	1479
179	1483
179	1503
179	1562
179	1572
179	1648
179	1748
179	1753
179	1757
179	1768
179	1769
179	1771
179	1773
179	1780
179	1813
179	1820
179	1833
179	1851
179	1869
179	1895
179	2004
179	2020
179	2037
179	2054
179	2059
180	1100
180	1993
181	205
181	259
181	277
181	1013
181	1118
181	1679
181	1925
182	1464
182	1737
183	142
183	211
183	371
183	446
183	499
183	520
183	575
183	761
183	779
183	859
183	1125
183	1164
183	1166
183	1225
183	1343
183	1454
183	1498
183	1635
183	1642
183	1662
183	1777
183	1818
183	1918
184	1281
185	1775
185	1956
186	1070
186	1161
186	1437
186	1528
187	117
187	359
187	596
187	643
187	686
187	1210
187	1958
187	2014
188	343
188	738
189	516
190	49
190	78
191	99
191	210
191	499
191	534
191	955
191	1213
191	1514
191	1728
191	1869
192	80
192	261
192	1479
192	1501
193	43
193	59
193	658
193	960
193	1084
193	1133
193	1246
193	1597
193	1662
193	1691
193	1727
193	1752
193	1772
193	1801
193	1993
194	647
195	50
195	297
195	298
195	317
195	393
195	398
195	465
195	471
195	754
195	759
195	907
195	1021
195	1153
195	1230
195	1264
195	1275
195	1345
195	1503
195	1566
195	1627
195	1695
195	1702
195	1707
195	1709
195	1781
195	1792
195	1797
195	1824
195	1832
195	1931
196	338
196	374
196	428
196	761
196	1038
196	1130
196	1209
196	1210
198	22
198	57
198	98
198	101
198	172
198	202
198	265
198	298
198	308
198	343
198	383
198	410
198	451
198	521
198	747
198	752
198	814
198	862
198	925
198	941
198	1020
198	1067
198	1079
198	1120
198	1130
198	1183
198	1196
198	1281
198	1353
198	1372
198	1418
198	1450
198	1471
198	1473
198	1478
198	1479
198	1488
198	1527
198	1553
198	1589
198	1597
198	1603
198	1670
198	1682
198	1745
198	1794
198	1809
198	1895
198	1918
198	1964
198	1971
198	1995
198	2042
198	2068
198	2069
198	2087
200	877
200	1488
200	1625
200	1640
201	143
201	388
201	396
201	767
201	1642
201	2085
202	51
202	57
202	84
202	101
202	198
202	364
202	388
202	1248
202	1343
202	1428
202	1568
202	1986
202	2042
203	58
203	582
203	704
203	884
203	903
203	949
203	1479
203	1921
203	2067
204	843
204	1524
205	181
205	259
205	277
205	1118
205	1925
206	111
206	435
206	603
206	776
206	855
206	1249
206	1759
206	1862
207	21
207	271
207	339
207	349
207	355
207	370
207	400
207	413
207	414
207	425
207	521
207	571
207	572
207	674
207	675
207	691
207	723
207	749
207	851
207	852
207	862
207	899
207	938
207	941
207	966
207	1001
207	1071
207	1092
207	1102
207	1283
207	1294
207	1356
207	1433
207	1457
207	1572
207	1607
207	1646
207	1682
207	1690
207	1813
207	1850
207	1895
207	1973
207	1988
208	51
208	433
208	706
208	1018
208	1287
209	232
209	361
209	545
209	581
209	1069
210	31
210	62
210	99
210	124
210	191
210	306
210	371
210	474
210	493
210	499
210	520
210	534
210	539
210	575
210	577
210	762
210	859
210	955
210	1002
210	1163
210	1164
210	1173
210	1213
210	1343
210	1514
210	1653
210	1724
210	1777
210	1800
210	1835
210	1869
211	4
211	31
211	99
211	124
211	183
211	216
211	306
211	371
211	396
211	442
211	476
211	499
211	520
211	534
211	575
211	650
211	655
211	665
211	759
211	762
211	850
211	859
211	1103
211	1163
211	1164
211	1173
211	1213
211	1225
211	1258
211	1282
211	1343
211	1393
211	1496
211	1514
211	1626
211	1653
211	1667
211	1777
211	1835
211	1869
211	2080
212	26
212	71
212	113
212	177
212	215
212	308
212	377
212	424
212	457
212	602
212	627
212	655
212	743
212	800
212	831
212	832
212	912
212	978
212	1004
212	1041
212	1078
212	1147
212	1172
212	1230
212	1267
212	1331
212	1362
212	1490
212	1543
212	1588
212	1623
212	1625
212	1761
212	1858
212	1974
212	1984
212	2001
212	2088
213	311
213	749
213	1172
213	1539
213	1573
213	1993
213	2069
214	46
214	48
214	79
214	133
214	144
214	179
214	258
214	260
214	378
214	421
214	499
214	518
214	527
214	531
214	553
214	558
214	636
214	941
214	963
214	1014
214	1023
214	1080
214	1189
214	1213
214	1247
214	1343
214	1515
214	1560
214	1636
214	1671
214	1741
214	1856
214	1869
214	2037
215	212
215	343
215	541
215	889
215	1144
215	1345
215	1358
215	1419
215	1625
215	1670
215	1879
215	1914
215	1918
216	124
216	211
216	718
216	1163
216	1165
216	1282
217	128
217	708
217	743
217	1230
217	1543
217	1660
218	31
218	396
218	520
218	762
218	1653
218	1835
219	1051
219	1130
219	1188
220	2039
223	145
223	253
223	501
223	1106
223	1171
223	1253
223	1308
223	1465
223	2039
223	2061
223	2068
224	275
224	686
224	831
224	1003
224	1148
224	1210
224	1929
224	2014
224	2025
225	80
225	85
225	170
225	395
225	582
225	903
225	1013
225	1479
225	2003
226	46
226	57
226	132
226	134
226	146
226	232
226	256
226	322
226	419
226	502
226	555
226	569
226	636
226	815
226	882
226	984
226	1071
226	1445
226	1503
226	1687
226	1725
226	1780
226	1895
226	1973
226	2018
226	2068
226	2087
227	46
227	133
227	146
227	179
227	231
227	232
227	280
227	310
227	354
227	355
227	390
227	405
227	415
227	479
227	481
227	486
227	527
227	534
227	553
227	589
227	723
227	730
227	743
227	749
227	836
227	875
227	998
227	1001
227	1017
227	1023
227	1034
227	1046
227	1072
227	1113
227	1133
227	1145
227	1153
227	1171
227	1247
227	1248
227	1445
227	1491
227	1616
227	1748
227	1757
227	1769
227	1833
227	1898
227	1954
227	1959
227	2018
227	2059
228	5
228	725
229	30
229	110
229	116
229	136
229	232
229	387
229	390
229	419
229	632
229	726
229	831
229	851
229	896
229	924
229	938
229	987
229	1027
229	1102
229	1143
229	1332
229	1419
229	1773
229	1895
229	2016
230	11
230	385
230	749
230	804
230	939
230	1034
230	1143
230	1145
230	1445
230	1489
230	1799
230	1879
230	2061
231	24
231	46
231	53
231	58
231	144
231	179
231	227
231	232
231	236
231	240
231	258
231	318
231	349
231	390
231	498
231	538
231	646
231	730
231	816
231	911
231	984
231	1017
231	1023
231	1253
231	1278
